DESTINO;ORIGEN;UNIDAD DE MEDIDA;CANTIDAD;FOBDOL;FOBPES
BOL;BOG;U;300;4200;18089484
BOL;BOG;U;650;10075;43393226,5
BOL;BOG;U;190;2945;12684173,9
BOL;BOG;U;45;667,8;2770822,4
BOL;BOG;U;610;14040,8;58257806,54
BOL;BOG;U;182;7018,16;29119609,1
BOL;BOG;U;85;770,5;3232556,94
BOL;BOG;KG;349,16;13481;59775967,29
BOL;BOG;KG;4818,63;142203,41;590027544,7
BOL;BOG;KG;62,38;1993,76;8793458,54
BOL;BOG;KG;152,47;12232,53;53258926,52
BOL;BOG;KG;262,91;5853,73;25212132,18
BOL;BOG;KG;85;779,4;3394910,52
BOL;BOG;KG;470;55077,45;230997799,7
BOL;BOG;U;4;2090;8704139,4
BOL;BOG;KG;20,29;2952;12248379,36
BOL;BOG;KG;910,85;48091,29;204362599
BOL;BOG;KG;729,91;47104,27;203697680,5
BOL;BOG;KG;129,16;11789,51;49149052,44
BOL;BOG;M2;1653,77;2573,76;10773607,85
BOL;BOG;M2;1942,04;3985,29;16668105,62
BOL;BOG;M2;15,97;25,85;107596,25
BOL;BOG;M2;48,83;118,13;490532,46
BOL;BOG;M2;2383,1;5870,9;24577348,67
BOL;BOG;M2;2995,73;6141,7;25700960,24
BOL;BOG;M2;18,06;36,8;154055,84
BOL;BOG;M2;982,55;1702,77;7082186,05
BOL;BOG;M2;207,31;358,07;1498853,83
BOL;BOG;M2;38,15;67,8;283264,98
BOL;BOG;M2;839,6;2141,48;8962824,16
BOL;BOG;M2;2,33;5,01;20803,92
BOL;BOG;M2;6,04;16,32;68320,41
BOL;BOG;KG;131,41;1621,33;6783094,18
BOL;BOG;KG;66,47;435,51;1820796,26
BOL;BOG;KG;59,54;3950,1;17205845,58
BOL;BOG;KG;166,51;10028,34;41843372,41
BOL;BOG;KG;140,75;5061,27;21124020,13
BOL;BOG;KG;41,4;2176,2;9110226,06
BOL;BOG;KG;246,72;7690,13;33843260,47
BOL;BOG;KG;3024,28;144349,89;603696465,6
BOL;BOG;KG;258,31;4616;20106372,8
BOL;BOG;KG;152,05;5468;22821572,88
BOL;BOG;KG;120,63;4338;18105337,08
BOL;BOG;KG;2340,05;86058,07;369273333,6
BOL;BOG;KG;745,38;4903,6;20527940,68
BOL;BOG;U;120;12900;55560558
BOL;BOG;M2;9,12;24,18;101224,73
BOL;BOG;M2;3,04;5,46;22672,54
BOL;BOG;M2;14,35;32,06;133751,13
BOL;BOG;KG;0,4;4,76;19765,8
BOL;BOG;U;31;192,2;796807,38
BOL;BOG;U;10;32,7;135565,04
BOL;BOG;U;309;1889,68;7871376,52
BOL;BOG;U;2;9,64;40234,08
BOL;BOG;U;247;807,13;3364386,78
BOL;BOG;U;5;15,15;63230,94
BOL;BOG;U;126;428,54;1795250,08
BOL;BOG;U;139;464,92;1946568,9
BOL;BOG;U;614;1808,51;7613741,49
BOL;BOG;U;505;1872,89;7856387,21
BOL;BOG;U;443;1306,67;5453596,31
BOL;BOG;U;96;223,41;931420,08
BOL;BOG;U;54;255,96;1068290,01
BOL;BOG;U;2229;5244,76;21886832,27
BOL;BOG;U;493;1670,21;6981494,22
BOL;BOG;U;823;1197,57;4971050,97
BOL;BOG;U;41;248,46;1030045,59
BOL;BOG;U;9;82,53;342146,27
BOL;BOG;U;34;290,28;1249693,37
BOL;BOG;U;33;312,51;1304310,48
BOL;BOG;U;134;1076,02;4490044,19
BOL;BOG;U;263;1991,78;8260587,57
BOL;BOG;U;352;1250,4;5218744,46
BOL;BOG;U;45;217,45;902245,19
BOL;BOG;U;318;1430,95;6188733,89
BOL;BOG;U;56;277,76;1159275,8
BOL;BOG;U;240;986,3;4108370,14
BOL;BOG;U;37;61,05;254801,94
BOL;BOG;U;57;276,5;1154016,99
BOL;BOG;KG;90,45;6402,45;26734432,87
BOL;BOG;U;90;1050;4522371
BOL;BOG;KG;260;19176;80200360,08
BOL;BOG;KG;34,03;2604,22;10813971,46
BOL;BOG;U;38;219,64;912050,7
BOL;BOG;U;6;18,96;78731,02
BOL;BOG;U;99;317,57;1318703,07
BOL;BOG;U;29;102,22;424466,5
BOL;BOG;U;218;585,68;2432024,48
BOL;BOG;U;79;197,5;820114,8
BOL;BOG;U;4;10,76;44680,68
BOL;BOG;U;114;299,15;1242214,39
BOL;BOG;U;475;731,27;3036584,04
BOL;BOG;U;116;635,68;2639648,48
BOL;BOG;U;104;609,44;2530687,41
BOL;BOG;U;15;99,15;411718,39
BOL;BOG;U;37;239,25;993480,84
BOL;BOG;U;59;276,57;1148451,39
BOL;BOG;U;18;97,2;403621,05
BOL;BOG;U;131;765,04;3176813,29
BOL;BOG;U;38;176,77;734033,88
BOL;BOG;U;20;49,8;206793,5
BOL;BOG;KG;40,68;2618,08;11547015,65
BOL;BOG;2U;18;2520;10507392
