COD_PAI4;COD_SAL;CODUNI2;CANTI;FOBDOL;FOBPES
USA;AXM;M3;95,12;104644,70;422470536,38
PAN;AXM;M3;12,22;12125,43;48952664,73
DEU;BOG;KG;480,00;3000,00;12111570,00
DEU;BOG;KG;90,00;634,50;2561597,05
DEU;BOG;KG;60,00;228,00;920479,32
DEU;BOG;KG;270,00;940,50;3796977,19
DEU;BOG;KG;1204,20;6902,90;27612297,93
DEU;BOG;KG;64,00;296,00;1195008,24
DEU;BOG;U;32,00;9256,00;36845081,52
DEU;BOG;U;9,00;5175,00;20599967,25
DEU;BOG;U;9,00;3267,00;13004848,89
DEU;BOG;U;16,00;4560,00;18151855,20
DEU;BOG;U;1380,00;1093,50;4347839,78
DEU;BOG;U;28995,00;15999,10;65473596,90
DEU;BOG;U;50,00;4930,00;20294788,70
DEU;BOG;U;245,00;54726,00;225284504,34
DEU;BOG;U;20,00;6256,00;25753387,04
DEU;BOG;U;20,00;3604,00;14836190,36
DEU;BOG;U;20,00;4216,00;17355543,44
DEU;BOG;U;20,00;3332,00;13716477,88
DEU;BOG;U;20,00;3332,00;13716477,88
DEU;BOG;U;100,00;7780,00;32027070,20
DEU;BOG;KG;1088,10;157774,50;636965633,65
DEU;BOG;U;1,00;2526,46;10080297,48
DEU;BOG;KG;27,00;60,00;247062,60
DEU;BOG;KG;9,00;20,00;82354,20
DEU;BOG;U;1300,00;200,00;811388,00
DEU;BOG;U;38160,00;6102,40;24935734,32
DEU;BOG;U;62,00;99871,90;405667865,60
DEU;BOG;U;5600,00;1008,00;4098316,32
DEU;BOG;U;12480,00;2246,40;9133390,65
DEU;BOG;U;13,00;1484,47;5883800,75
DEU;BOG;U;2560,00;460,80;1870917,12
DEU;BOG;U;50,00;18500,00;74688015,00
DEU;BOG;U;44787,00;13917,65;56397252,20
DEU;BOG;U;1800,00;297,00;1181121,48
DEU;BOG;U;10080,00;1808,00;7210407,67
DEU;BOG;KG;16,50;50,40;199763,92
DEU;BOG;KG;37,50;104,00;412211,28
DEU;BOG;KG;20,00;50,00;198178,50
DEU;BOG;KG;82,00;320,00;1268342,40
DEU;BOG;KG;24,00;88,00;348794,16
DEU;BOG;KG;119,50;583,00;2310761,31
DEU;BOG;KG;1198,40;5380,10;21324402,95
DEU;BOG;KG;13,00;70,00;277449,90
DEU;BOG;KG;7,50;28,50;112961,74
DEU;BOG;U;2,00;287,45;1183313,79
DEU;BOG;U;1,00;568,33;2339581,59
DEU;BOG;U;1,00;194,19;799400,61
DEU;BOG;U;986,00;88154,93;362897703,28
DEU;BOG;U;9,00;325,55;1340155,87
DEU;BOG;U;1,00;41,02;168862,52
DEU;BOG;U;2,00;6331,36;26063613,25
DEU;BOG;U;6,00;6873,84;28296780,97
DEU;BOG;U;1,00;372,12;1531009,59
DEU;BOG;U;5,00;8753,08;36012709,49
DEU;BOG;U;19660,00;6549,20;26330876,08
DEU;BOG;U;3,00;2238,31;9052867,16
DEU;BOG;U;2,00;746,98;2960707,51
DEU;BOG;U;4,00;450,00;1787798,50
DEU;BOG;U;1,00;1457,00;5997871,63
DEU;BOG;U;1,00;374,19;1540386,81
DEU;BOG;U;38,00;7456,53;30514581,41
DEU;BOG;U;1,00;50,00;200253,00
DEU;BOG;U;1,00;50,00;200253,00
DEU;BOG;U;21600,00;2942,90;11881046,45
DEU;BOG;U;58200,00;8775,65;35547304,17
DEU;BOG;KG;560,00;4921,56;20140647,63
DEU;BOG;KG;809,64;3487,36;13914182,79
DEU;BOG;U;3,00;10315,50;41005040,89
DEU;BOG;U;4,00;13933,00;56388383,63
DEU;BOG;U;5,00;18860,35;76329911,08
DEU;BOG;U;6000,00;1140,00;4648281,60
DEU;BOG;U;14400,00;2736,00;11155875,84
DEU;BOG;KG;0,17;26,79;106492,66
DEU;BOG;U;1,00;82,83;329256,70
DEU;BOG;U;1,00;514,37;2044667,04
DEU;BOG;KG;4,98;21,43;85186,17
DEU;BOG;U;16,00;95,43;379342,77
DEU;BOG;KG;7,72;38,58;153358,96
DEU;BOG;KG;3,12;22,71;90274,24
DEU;BOG;KG;0,80;8,04;31959,70
DEU;BOG;KG;1,60;1,72;6837,14
DEU;BOG;U;2,00;51,11;203166,84
DEU;BOG;U;2,00;72,87;289664,80
DEU;BOG;U;2,00;354,64;1409725,90
DEU;BOG;U;1,00;122,16;485596,99
DEU;BOG;U;1,00;73,51;292208,86
DEU;BOG;U;1,00;334,34;1329031,59
DEU;BOG;U;20,00;642,96;2555823,86
DEU;BOG;U;1,00;25,72;102239,31
DEU;BOG;U;29,00;5556,15;22086196,16
DEU;BOG;KG;0,14;2,16;8586,19
DEU;BOG;U;2,00;9498,21;39078390,42
DEU;BOG;U;1,00;1823,61;7502860,38
DEU;BOG;U;5,00;14004,64;57619150,30
DEU;BOG;U;145,00;725,00;2941281,50
DEU;BOG;U;2,00;21967,80;87323982,10
DEU;BOG;U;101,00;6314,88;25102216,23
DEU;BOG;U;16,00;26254,80;106187801,14
DEU;BOG;U;24320,00;4716,80;19232468,99
DEU;BOG;U;3231,00;4972,05;19773047,31
DEU;BOG;U;58360,00;10576,80;43436053,51
DEU;BOG;U;1,00;5470,88;21652484,73
DEU;BOG;U;10530,00;1895,40;7693329,45
DEU;BOG;U;79320,00;14442,64;57579527,01
DEU;BOG;U;2050,00;369,00;1467453,96
DEU;BOG;U;11100,00;2780,60;11058001,30
DEU;BOG;U;2250,00;1202,00;4918980,66
DEU;BOG;U;1,00;924,12;3657454,41
DEU;BOG;U;510,00;770,10;3062564,48
DEU;BOG;KG;978,12;5513,80;22482188,67
DEU;BOG;KG;300,00;1918,30;7899003,09
DEU;BOG;U;3,00;28040,41;111463153,38
DEU;BOG;U;11,00;113981,51;453086760,58
DEU;BOG;KG;1,00;44999,33;183219947,30
DEU;BOG;U;1,00;300,00;1213353,00
DEU;BOG;KG;1056,00;6336,00;26068141,44
DEU;BOG;KG;1836,00;9948,96;40708065,38
DEU;BOG;KG;200,00;1200,00;4937148,00
DEU;BOG;KG;1224,00;6357,00;26154541,53
DEU;BOG;KG;12,00;47,10;191233,06
DEU;BOG;KG;2139,00;12960,00;52717346,40
DEU;BOG;KG;597,00;1622,00;6579112,39
DEU;BOG;KG;16172,00;96474,92;392943487,56
DEU;BOG;U;6400,00;832,00;3332209,92
DEU;BOG;KG;9,00;47,85;189656,82
DEU;BOG;KG;48,00;291,20;1154191,58
DEU;BOG;KG;12,50;39,50;156561,01
DEU;BOG;KG;280,00;2114,00;8378986,98
DEU;BOG;KG;118,00;868,28;3441488,55
DEU;BOG;KG;25,00;129,00;511300,53
DEU;BOG;KG;33,80;216,30;857320,19
DEU;BOG;KG;262,50;1873,00;7423766,61
DEU;BOG;KG;144,60;958,15;3797694,58
DEU;BOG;KG;59,00;54076,75;219065628,34
DEU;BOG;U;400,00;114,00;460239,66
DEU;BOG;U;10440,00;1670,40;6743722,17
DEU;BOG;U;91440,00;13690,80;55141540,33
DEU;BOG;KG;559,00;4740,33;19398994,66
DEU;BOG;U;2720,00;369,92;1497106,93
DEU;BOG;U;4420,00;605,54;2450686,98
DEU;BOG;U;5780,00;751,40;3009402,08
DEU;BOG;U;9520,00;1237,60;4956662,25
DEU;BOG;U;4760,00;1482,50;5901343,27
DEU;BOG;U;11970,00;1915,20;7591029,26
DEU;BOG;U;58440,00;9350,40;37060964,92
DEU;BOG;U;8160,00;2448,00;9767250,72
DEU;BOG;U;4,00;4400,00;17981766,00
DEU;BOG;KG;1820,00;14875,00;58958103,75
DEU;BOG;U;1280,00;12,80;51070,59
DEU;BOG;U;16070,00;4556,50;18435491,45
DEU;BOG;U;8050,00;2459,40;9790059,79
DEU;BOG;M3;3333,54;2858384,11;11575369464,07
DEU;BOG;KG;435,17;8232,12;33294891,66
DEU;BOG;U;2261524,00;30130,60;122504692,16
DEU;BOG;U;107804,00;1111,64;4496039,09
ARM;BOG;U;50,00;0,50;2028,47
ARM;BOG;U;100,00;10,00;39806,70
ARM;BOG;U;70,00;7,00;27864,69
ARM;BOG;U;60,00;6,00;23884,02
ARM;BOG;KG;11,73;15,00;59710,05
ARM;BOG;U;400,00;68,00;270306,12
ARM;BOG;U;8640,00;2678,40;10813209,69
ARM;BOG;U;400,00;74,00;301730,56
ARM;BOG;U;1800,00;331,00;1349632,64
ARM;BOG;U;560,00;1838,40;7474548,33
ARM;BOG;U;60,00;138,00;561079,02
ARM;BOG;U;970,00;155,20;617205,56
ARM;BOG;U;38505,00;5842,25;23233693,49
ARM;BOG;U;400,00;4,00;15907,36
ARM;BOG;U;2900,00;437,03;1773004,48
ARM;BOG;U;3950,00;579,56;2351240,14
ARM;BOG;U;200,00;64,00;258380,16
ARM;BOG;U;800,00;144,00;572412,96
ARM;BOG;U;1050,00;159,71;649347,32
ARM;BOG;U;2100,00;324,66;1319999,38
ARM;BOG;U;76,00;1,52;6171,42
ABW;BOG;U;1,00;76,30;303299,36
ABW;BOG;U;4,00;182,00;723466,38
ABW;BOG;U;240,00;10598,00;42128003,82
ABW;BOG;U;9,00;747,60;2971777,28
ABW;BOG;U;3,00;182,70;726248,94
ABW;BOG;U;2,00;127,40;506426,46
ABW;BOG;U;9,00;422,10;1677885,48
ABW;BOG;U;3,00;205,10;815290,95
ABW;BOG;U;33,00;2272,20;9032199,49
ABW;BOG;U;25,00;997,50;3965152,27
ABW;BOG;U;15,00;107,80;428514,70
ABW;BOG;U;1,00;18,20;72346,63
ABW;BOG;U;2842,00;799,24;3242468,72
ABW;BOG;U;2639,00;802,52;3255775,48
ABW;BOG;U;1734,00;898,76;3646215,39
ABW;BOG;KG;184,00;705,23;2861075,79
ABW;BOG;U;1500,00;2858,00;11559209,58
ABW;BOG;U;2,00;7225,00;28720025,25
ABW;BOG;U;1,00;5054,00;20090104,86
ABW;BOG;KG;600,00;3600,00;14363604,00
ABW;BOG;KG;72,78;3947,76;15624326,09
ABW;BOG;KG;106,13;5000,16;19789483,24
ABW;BOG;KG;157,68;3616,56;14313512,67
ABW;BOG;KG;204,90;9321,00;36890374,17
ABW;BOG;KG;62,81;3663,84;14500636,03
ABW;BOG;KG;10,00;3,00;12180,45
ABW;BOG;U;9868,00;6221,24;25116327,90
ABW;BOG;U;219,00;284,86;1150033,94
ABW;BOG;U;877,00;1139,43;4600095,40
ABW;BOG;U;1316,00;524,13;2116012,39
ABW;BOG;U;657,00;455,76;1839989,71
ABW;BOG;U;25655,00;5663,48;22864544,75
ABW;BOG;KG;112,00;1737,62;7015102,08
ABW;BOG;KG;9,60;4,00;16020,24
ABW;BOG;KG;8,50;4,00;16020,24
ABW;BOG;KG;25,90;8,00;32040,48
ABW;BOG;KG;9,60;4,00;16020,24
ABW;BOG;KG;4,80;2,00;8010,12
ABW;BOG;L;12,50;4,00;16020,24
ABW;BOG;L;11,50;2,00;8010,12
ABW;BOG;U;4325,00;1384,00;5627053,36
ABW;BOG;U;3280,00;1458,80;5931174,45
ABW;BOG;U;6160,00;1543,58;6231725,73
ABW;BOG;U;804,00;427,19;1724647,19
ABW;BOG;U;268,00;56,96;229958,34
ABW;BOG;U;536,00;113,92;459916,68
ABW;BOG;U;7767,00;1677,41;6772022,82
ABW;BOG;KG;105,00;996,77;4024149,87
ABW;BOG;U;1,00;2002,70;8020933,66
ABW;BOG;KG;90,00;183,91;741135,39
ABW;BOG;KG;75,00;169,65;683459,16
ABW;BOG;KG;252,00;549,14;2211128,88
ABW;BOG;U;29600,00;44565,66;178966385,97
ABW;BOG;U;1160,00;162,40;662844,50
ABW;BOG;U;5700,00;1896,00;7603896,36
ABW;BOG;U;1280,00;323,20;1316953,33
ABW;BOG;U;4850,00;2600,00;10443843,70
ABW;BOG;U;100,00;18,00;74118,78
ABW;BOG;U;2700,00;1313,70;5273260,34
ABW;BOG;U;255,00;149,70;613091,15
ABW;BOG;U;2584,00;2763,76;11073408,44
ABW;BOG;KG;212,00;3741,96;15156033,89
ABW;BOG;KG;30,00;61,31;250900,75
ABW;BOG;KG;25,00;56,53;231339,41
ABW;BOG;KG;84,00;183,06;749141,92
ABW;BOG;KG;62,50;239,00;950046,51
ABW;BOG;KG;2,05;22,54;89598,52
ABW;BOG;KG;67,45;356,66;1417755,59
ABW;BOG;KG;7,50;40,35;160394,88
ABW;BOG;KG;1058,35;5149,63;20470242,69
ABW;BOG;KG;9,54;61,31;244054,87
ABW;BOG;KG;105,29;56,53;225027,27
ABW;BOG;KG;26,72;183,06;728701,45
ABW;BOG;M3;560,11;466202,01;1869878520,51
BIH;BOG;U;800,00;136,00;552947,44
BIH;BOG;U;400,00;59,56;242158,45
BIH;BOG;U;800,00;114,80;466752,69
BIH;BOG;U;39910,00;11157,00;44350079,13
BIH;BOG;U;11700,00;1404,00;5581026,36
AIA;BOG;M3;1,91;1729,68;6885285,28
ATG;BOG;U;2,00;365,80;1465050,94
ATG;BOG;U;70,00;5254,58;21044908,17
ATG;BOG;U;232,00;4580,32;18344456,41
ATG;BOG;U;6,00;426,36;1707597,38
ATG;BOG;U;6,00;279,00;1117411,74
ATG;BOG;U;150,00;2057,70;8241211,96
ATG;BOG;U;20,00;879,78;3523571,68
ATG;BOG;U;116,00;4927,30;19734132,13
ATG;BOG;U;158,00;2353,34;9425267,90
ATG;BOG;U;41,00;2830,75;11337323,59
ATG;BOG;U;142,00;1393,66;5581691,91
ATG;BOG;U;6,00;114,90;460181,39
SAU;BOG;U;4968,00;3372,48;13801301,07
SAU;BOG;U;1400,00;900,00;3654135,00
SAU;BOG;U;4800,00;576,00;2329637,76
SAU;BOG;U;26619,00;20228,11;82469404,35
SAU;BOG;KG;601,59;4409,00;17882805,69
SAU;BOG;KG;120,00;484,80;1921538,73
SAU;BOG;KG;46,00;271,86;1077536,14
SAU;BOG;KG;40,00;183,00;725333,31
SAU;BOG;KG;52,80;221,76;878961,28
SAU;BOG;KG;81,00;249,75;989901,60
SAU;BOG;KG;25,00;148,50;588590,14
SAU;BOG;KG;56,61;290,45;1151218,90
SAU;BOG;KG;20,00;90,00;356721,30
SAU;BOG;U;3180,00;2202,60;8942886,39
SAU;BOG;U;3934,00;3389,52;13606905,19
SAU;BOG;KG;85,00;744,00;2968478,16
SAU;BOG;U;13450,00;4753,50;19573534,48
SAU;BOG;U;2400,00;456,00;1877675,76
SAU;BOG;U;300,00;96,00;395300,16
SAU;BOG;U;800,00;256,00;1054133,76
SAU;BOG;U;1290,00;1258,50;5182138,03
SAU;BOG;U;1000,00;334,00;1375315,14
SAU;BOG;KG;1430,00;4050,00;16676725,50
SAU;BOG;U;1,00;13077,68;53323455,53
SAU;BOG;U;89,00;10548,50;42690939,83
SAU;BOG;U;10,00;7831,60;31131314,84
SAU;BOG;KG;12960,00;65026,80;259449779,05
SAU;BOG;KG;28,00;79,74;323756,36
SAU;BOG;KG;10880,00;36259,91;147985018,29
SAU;BOG;KG;90,00;398,25;1638515,99
SAU;BOG;KG;300,00;753,92;3080696,80
SAU;BOG;KG;98,00;129,20;524571,38
SAU;BOG;KG;60,00;340,06;1399105,45
SAU;BOG;KG;374,90;2007,39;8206320,45
SAU;BOG;KG;76,00;262,51;1074211,38
SAU;BOG;KG;2720,00;25845,00;104559259,05
SAU;BOG;KG;7970,00;35930,00;142824983,70
SAU;BOG;KG;1440,00;20640,00;82686729,60
SAU;BOG;U;2,00;3796,00;15089441,64
SAU;BOG;KG;70,00;567,91;2292760,57
ARG;BOG;U;25480,00;2548,00;10099176,36
ARG;BOG;U;31650,00;9233,75;37787552,13
ARG;BOG;U;26200,00;5134,00;20726933,46
ARG;BOG;U;58800,00;10021,75;39837358,20
ARG;BOG;KG;80,00;1210,00;4893857,10
ARG;BOG;U;150,00;5965,00;24410748,45
ARG;BOG;KG;24,40;25290,43;102601757,08
ARG;BOG;U;6,00;7299,30;28931286,49
ARG;BOG;U;278,00;3414,00;14054038,26
ARG;BOG;KG;441,00;5917,68;23890798,51
ARG;BOG;KG;960,00;20723,20;83703340,03
ARG;BOG;KG;4,00;2540,14;10173413,10
ARG;BOG;KG;73,00;1328,41;5363043,56
ARG;BOG;M2;9532,54;68658,82;279952219,02
ARG;BOG;U;3,00;4515,62;18230415,90
ARG;BOG;U;1,00;958,91;3880814,25
ARG;BOG;U;2,00;5905,73;23842554,09
ARG;BOG;KG;4,00;619,50;2501039,20
ARG;BOG;KG;1,00;199,50;805419,40
ARG;BOG;KG;1,10;228,24;921448,24
ARG;BOG;U;1700,00;102,00;405459,18
ARG;BOG;U;10,00;63,20;255150,40
ARG;BOG;U;2,00;2,44;9850,74
ARG;BOG;U;10,00;2123,63;8573497,79
ARG;BOG;KG;0,01;17,58;70973,80
ARG;BOG;U;126,00;7,56;30051,68
ARG;BOG;KG;0,01;37,51;151434,99
ARG;BOG;KG;24,05;1531,63;6183481,31
ARG;BOG;KG;0,01;45,70;184499,58
ARG;BOG;KG;0,04;0,48;1937,83
ARG;BOG;U;2,00;6746,78;27238032,74
ARG;BOG;U;1,00;20810,00;84013923,90
ARG;BOG;M3;0,05;41,30;166735,94
ARG;BOG;KG;0,10;40,00;159003,60
ARG;BOG;KG;0,30;34,66;137776,61
ARG;BOG;KG;0,04;75,00;298131,75
ARG;BOG;U;5,00;23,20;95530,87
ARG;BOG;U;4200,00;214,20;864046,38
ARG;BOG;U;13150,00;1788,40;7214101,57
ARG;BOG;U;400,00;306,00;1234351,98
ARG;BOG;U;14875,00;4418,00;17821460,94
ARG;BOG;U;6125,00;673,75;2717792,96
ARG;BOG;U;880,00;510,40;2058866,83
ARG;BOG;U;10120,00;2366,00;9557932,30
ARG;BOG;U;16975,00;1867,25;7688793,99
ARG;BOG;U;1,00;34,13;137789,29
ARG;BOG;U;10,00;133,80;540176,02
ARG;BOG;U;2,00;830,38;3352401,83
ARG;BOG;U;28,00;2584,15;10432704,53
ARG;BOG;U;1,00;239,55;967108,86
ARG;BOG;U;11,00;1450,07;5854208,10
ARG;BOG;U;1,00;2921,65;11795256,16
ARG;BOG;U;17,00;1116,93;4509258,62
ARG;BOG;U;3,00;212,04;856045,76
ARG;BOG;U;2,00;199,66;806065,35
ARG;BOG;U;5,00;2478,80;10144067,60
ARG;BOG;KG;5000,00;24000,00;97068240,00
ARG;BOG;U;112000,00;3251,92;13307929,77
ARG;BOG;KG;33,34;74,96;304771,61
ARG;BOG;KG;124,80;92,43;375800,96
ARG;BOG;M3;0,14;222,21;903459,19
ARG;BOG;U;238,00;923,44;3698432,60
ARG;BOG;M3;2290,33;1903119,23;7637141250,56
AUS;BOG;U;1980,00;302,37;1237397,82
AUS;BOG;U;3080,00;862,40;3428117,61
AUS;BOG;U;6450,00;3753,00;15358514,49
AUS;BOG;U;34,00;3316,40;13201493,98
AUS;BOG;U;5,00;1168,40;4651014,82
AUS;BOG;U;4,00;1280,00;5095257,60
AUS;BOG;U;5,00;586,40;2334264,88
AUS;BOG;U;14,00;1360,00;5413711,20
AUS;BOG;U;965,00;708,00;2886827,52
AUS;BOG;KG;60,00;111763,88;447621045,23
AUS;BOG;U;6,00;626,40;2578631,97
AUS;BOG;U;9,00;2016,00;8299045,44
AUS;BOG;U;9,00;2883,60;11870598,92
AUS;BOG;U;7,00;1756,80;7232025,31
AUS;BOG;U;7,00;1267,20;5216542,84
AUS;BOG;U;6000,00;2969,00;12038660,47
AUS;BOG;U;15800,00;5492,00;21767926,44
AUS;BOG;U;219242,00;32724,30;133920290,21
AUS;BOG;U;32360,00;5864,50;23835205,93
AUS;BOG;U;500,00;138,35;560244,27
AUS;BOG;U;226,00;1404,86;5784806,07
AUS;BOG;U;477,00;12681,12;51683810,15
AUS;BOG;U;1,00;61,58;249060,92
AUS;BOG;U;208,00;1299,65;5267813,18
AUS;BOG;U;349,00;1208,54;4840275,21
AUS;BOG;KG;128,67;194,83;788264,76
AUS;BOG;U;1,00;96,30;389486,31
AUS;BOG;U;1422,00;37831,36;153016356,90
AUS;BOG;U;40,00;493,93;1994089,25
AUS;BOG;U;558,00;14094,20;57120488,78
AUS;BOG;U;5178,00;76780,07;310114669,59
AUS;BOG;U;71,00;1827,56;7378206,95
AUS;BOG;U;169,00;2034,06;8211886,69
AUS;BOG;U;22,00;73,10;295118,58
AUS;BOG;U;358,00;3013,30;12165264,62
AUS;BOG;U;30,00;879,90;3623173,02
AUS;BOG;U;467,00;9275,63;38194354,40
AUS;BOG;U;211,00;2356,87;9704907,16
AUS;BOG;U;10,00;137,40;565773,35
AUS;BOG;U;1008,00;9478,04;39027820,08
AUS;BOG;KG;293,20;13824,00;56205480,96
AUS;BOG;U;22,00;201,71;816342,52
AUS;BOG;U;25600,00;9432,35;38048496,40
AUS;BOG;U;1216,00;790,90;3236623,79
AUS;BOG;U;600,00;192,00;775140,48
AUS;BOG;U;15000,00;11550,00;47266411,50
AUS;BOG;KG;20,00;12893,72;53092599,78
AUS;BOG;KG;127,12;2436,00;9826409,88
AUS;BOG;KG;7,50;114,00;459856,62
AUS;BOG;KG;83,00;3313,36;13510026,59
AUS;BOG;U;1,00;2800,00;11331908,00
AUS;BOG;U;27150,00;6555,00;26614283,25
AUS;BOG;U;480,00;624,00;2533533,60
AUS;BOG;U;2360,00;4118,80;16777720,53
AUS;BOG;U;1080,00;1911,60;7761382,74
AUS;BOG;U;50,00;175,50;712556,32
AUS;BOG;U;23400,00;3372,00;13690825,80
AUS;BOG;U;1700,00;357,00;1449473,55
AUS;BOG;U;75,00;150,75;612067,61
AUS;BOG;KG;112,00;988,00;4011428,20
AUS;BOG;U;4767,00;1288,80;5109357,09
AUS;BOG;U;9000,00;2428,00;9638288,16
AUS;BOG;U;102575,00;32396,65;130552929,36
AUS;BOG;U;18000,00;3699,50;14705845,45
AUS;BOG;U;340,00;459,00;1863608,85
AUS;BOG;U;33,00;3,14;12707,89
AUS;BOG;U;30,00;3630,00;14538367,80
AUS;BOG;U;5700,00;1667,00;6662188,95
AUS;BOG;U;8250,00;1740,00;6916656,60
AUS;BOG;U;1400,00;376,00;1517983,44
AUS;BOG;U;5400,00;810,00;3293727,30
AUS;BOG;KG;1185,98;7797,50;32099110,52
AUS;BOG;KG;44,10;3341,22;13281650,20
AUS;BOG;KG;32,90;1356,15;5390818,30
AUS;BOG;U;300,00;15,00;59848,35
AUS;BOG;U;9200,00;1814,00;7467494,26
AUS;BOG;KG;1,00;11655,00;47978856,45
AUS;BOG;U;93630,00;17818,90;71938284,89
AUS;BOG;U;255040,00;72546,00;292881985,74
AUS;BOG;U;18376,00;6519,68;25916314,77
AUS;BOG;U;45500,00;8962,00;35624756,58
AUS;BOG;KG;50,50;168752,74;682960901,58
AUS;BOG;KG;552,00;4601,36;18211124,56
AUS;BOG;KG;1462,00;30460,00;123195774,60
AUS;BOG;U;3,00;390,00;1574504,10
AUS;BOG;U;8,00;2304,00;9301685,76
AUS;BOG;U;6,00;1548,00;6249570,12
AUS;BOG;U;6,00;1800,00;7266942,00
AUS;BOG;U;38,00;8152,00;32911172,88
AUS;BOG;U;12,00;3192,00;12886710,48
AUS;BOG;U;14,00;2356,00;9511619,64
AUS;BOG;U;2,00;516,00;2083190,04
AUS;BOG;U;4,00;1288,00;5199900,72
AUT;BOG;U;13080,00;2223,60;9066595,58
AUT;BOG;U;25740,00;4375,80;17842061,95
AUT;BOG;C/T;127,93;119333,55;491247298,59
AUT;BOG;U;20160,00;3201,60;12922125,98
AUT;BOG;U;72460,00;10958,80;44154374,56
AUT;BOG;U;160,00;1,60;6454,12
AUT;BOG;U;380,00;3,80;15328,55
AZE;BOG;U;7179,00;5070,46;20631406,97
AZE;BOG;U;32,00;76,80;312252,67
AZE;BOG;U;1,00;18655,52;76344544,16
AZE;BOG;U;1,00;17252,00;70600877,16
AZE;BOG;U;1,00;12717,00;52042160,61
AZE;BOG;U;1400,00;308,00;1243454,52
AZE;BOG;U;1000,00;320,00;1291900,80
AZE;BOG;U;432,00;34,56;141430,92
AZE;BOG;U;6400,00;855,48;3478202,02
AZE;BOG;U;56300,00;7909,42;32158040,74
BHS;BOG;U;192,00;8417,99;33985025,04
BHS;BOG;U;200,00;9066,50;36603183,13
BHS;BOG;U;682,00;7680,52;31007718,53
BHS;BOG;U;219,00;15429,85;62293236,12
BHS;BOG;U;587,00;8239,62;33264911,46
BHS;BOG;M3;3,21;2846,87;11493355,09
BHR;BOG;U;3468,00;2268,00;8989376,76
BHR;BOG;U;8237,00;3636,37;14800765,57
BHR;BOG;U;480,00;134,40;550009,15
BHR;BOG;C/T;931,16;240,00;987981,60
BHR;BOG;C/T;540,64;51500,00;212004385,00
BHR;BOG;U;1006,00;316,72;1278658,81
BHR;BOG;U;3774,00;542,96;2192032,68
BHR;BOG;KG;36,00;98,44;391307,85
BHR;BOG;KG;6,00;29,51;117304,90
BHR;BOG;KG;82,00;230,75;917252,01
BHR;BOG;KG;6,60;31,31;124460,06
BHR;BOG;U;18500,00;4520,00;17992628,40
BHR;BOG;U;16762,00;2153,86;8561787,34
BHR;BOG;U;4558,00;834,14;3339726,36
BHR;BOG;U;11875,00;2968,75;12104900,00
BHR;BOG;U;103900,00;15656,75;62968945,48
BHR;BOG;U;7500,00;750,00;3054730,50
BHR;BOG;U;4000,00;800,00;3247195,20
BHR;BOG;U;920,00;119,60;482446,06
BHR;BOG;U;4110,00;2743,25;11295907,95
BHR;BOG;U;6180,00;1746,40;7120004,93
BHR;BOG;KG;328,00;4180,00;17054501,16
BRB;BOG;KG;58,00;5784,64;23672655,81
BEL;BOG;KG;80,00;530,40;2124283,82
BEL;BOG;KG;160,00;462,40;1851939,74
BEL;BOG;KG;69,00;199,64;799570,17
BEL;BOG;KG;169,20;976,96;3912783,41
BEL;BOG;U;1,00;40,00;162406,00
BEL;BOG;U;2,00;100,00;400506,00
BEL;BOG;KG;448,00;3504,00;14146313,76
BEL;BOG;KG;150,00;1275,00;5147417,25
BEL;BOG;KG;2646,00;13837,25;54844908,98
BEL;BOG;U;1,00;1311,53;5220768,12
BEL;BOG;KG;544,32;22279,80;88564210,18
BEL;BOG;U;3,00;4622,94;18918596,05
BEL;BOG;U;6,00;1383,56;5585694,58
BMU;BOG;U;36,00;493,20;2018337,15
BMU;BOG;U;481,00;21888,75;89575988,28
BMU;BOG;U;210,00;3786,48;15495525,69
BMU;BOG;U;6,00;199,08;814701,05
BMU;BOG;U;8,00;166,08;679654,16
BMU;BOG;U;41,00;533,02;2181293,73
BLR;BOG;U;26104,00;26089,14;106376903,00
BLR;BOG;U;95350,00;33270,48;136998188,20
BLR;BOG;U;2800,00;532,00;2190621,72
BLR;BOG;U;56350,00;10820,50;44555681,05
BLR;BOG;U;15200,00;2612,01;10605152,40
BLR;BOG;U;66150,00;22180,52;91051890,40
BLR;BOG;U;2200,00;418,00;1721202,78
BLR;BOG;U;108250,00;20659,97;84889334,66
BLR;BOG;U;1936,00;5902,40;23997918,89
BLR;BOG;U;212,00;436,40;1774310,75
BLR;BOG;U;10000,00;3654,00;15046112,34
BLR;BOG;U;750,00;142,50;586773,67
BLR;BOG;U;2100,00;399,00;1642966,29
BLR;BOG;U;960,00;308,80;1271548,84
BLR;BOG;U;12800,00;1625,60;6578982,01
BLR;BOG;U;400,00;44,40;176741,74
BLR;BOG;U;11150,00;1460,65;5814365,63
BLR;BOG;U;5600,00;728,00;2987893,92
BLR;BOG;U;26950,00;3461,80;14151484,32
BLR;BOG;U;24225,00;5955,50;23673648,49
BLR;BOG;U;33900,00;4590,90;18249240,68
BLR;BOG;U;13200,00;1757,25;6985226,90
BLR;BOG;U;70,00;36,40;147314,80
BLR;BOG;U;500,00;1,00;4116,59
BLR;BOG;U;43300,00;5572,88;22584559,13
BLR;BOG;U;559350,00;73347,20;296931698,36
BLR;BOG;U;1000,00;190,00;768950,90
BLR;BOG;U;130,00;179,33;717488,00
BLR;BOG;U;100,00;25,50;101507,08
