COD_PAI4;COD_SAL;CODUNI2;CANTI;FOBDOL;FOBPES
USA;BUN;KG;19278,00;47281,79;187949370,61
USA;BUN;KG;1238458,42;3423793,91;13753642125,60
USA;BUN;KG;63920,00;71987,90;289127652,14
USA;BUN;KG;15320,56;22558,56;89910884,00
USA;BUN;KG;2800,00;41690,00;169502785,10
USA;BUN;KG;517585,00;2054721,13;8222898518,98
USA;BUN;KG;46112,00;112380,64;448657623,38
USA;BUN;KG;284407,20;157383,37;631485669,97
USA;BUN;KG;1152,00;3680,40;14846107,93
USA;BUN;KG;9880,00;21710,40;88412734,56
USA;BUN;KG;91753,34;153621,26;617796555,50
USA;BUN;KG;408955,80;384871,47;1560502811,79
USA;BUN;KG;426922,00;380591,47;1536026669,29
USA;BUN;KG;1294,80;10548,00;41929249,32
USA;BUN;KG;12247,20;6524,74;26866987,14
USA;BUN;KG;4812,00;9459,85;37656541,09
USA;BUN;KG;3291,84;6459,70;26599171,28
USA;BUN;KG;15427,07;26513,09;105867057,99
USA;BUN;KG;7165,44;11288,26;46068006,70
USA;BUN;KG;33784,38;161018,07;653072293,69
USA;BUN;KG;4248,00;6472,30;26247509,81
USA;BUN;KG;5059,20;15628,40;63042308,77
USA;BUN;KG;333,96;2032,80;8080562,95
USA;BUN;KG;76,80;1478,40;5876773,05
USA;BUN;KG;84,00;1728,00;6868955,52
USA;BUN;KG;3275,52;11731,20;46651156,59
USA;BUN;KG;7717,52;17997,84;71557929,56
USA;BUN;KG;4212,60;9236,88;36729181,89
USA;BUN;KG;160,00;1388,80;5520604,99
USA;BUN;KG;3198,72;6437,76;25601941,47
USA;BUN;KG;21588,00;44793,79;178773223,76
USA;BUN;KG;114491,28;569324,35;2276552399,97
USA;BUN;KG;16608,00;44027,51;174250758,25
USA;BUN;KG;19278,00;73354,60;296146457,57
USA;BUN;KG;7020,00;9106,50;36472078,89
USA;BUN;U;52128,00;26336,93;105064102,16
USA;BUN;KG;124,66;423,15;1731669,43
USA;BUN;KG;39492,08;106281,03;434937047,49
USA;BUN;KG;19127,34;138386,13;558691100,17
USA;BUN;U;1746,00;36206,66;146173165,68
USA;BUN;U;14500000,00;40355,00;159715808,35
USA;BUN;U;74128,00;1866949,76;7597130340,58
USA;BUN;U;1000,00;13550,00;55794970,50
USA;BUN;U;1000,00;9600,00;39530016,00
USA;BUN;U;19452,00;10423,03;42079752,48
USA;BUN;U;144048,00;44273,51;177741070,49
USA;BUN;U;4572,00;1223,01;4937523,74
USA;BUN;KG;1185464,00;996046,92;4043373706,73
USA;BUN;KG;11840,40;27117,00;110099087,55
USA;BUN;KG;18289,00;21293,15;84761003,41
USA;BUN;KG;488000,00;485060,50;1965513073,45
USA;BUN;KG;11605,10;33737,15;134108207,58
USA;BUN;KG;4973,70;29161,13;115918116,24
USA;BUN;KG;24130,00;24422,46;99944765,73
USA;BUN;U;9288,00;3959,97;15763333,77
USA;BUN;KG;88264,65;244227,99;970828240,74
USA;BUN;KG;24970,00;22792,00;91283327,52
USA;BUN;KG;244944,00;136252,00;541613962,67
USA;BUN;KG;131940,75;324551,02;1333863906,17
USA;BUN;KG;1143,84;3700,56;14710059,05
USA;BUN;KG;1803,00;5884,00;23813195,24
USA;BUN;KG;1752,00;2700,00;10927197,00
USA;BUN;KG;737,28;3274,24;13482370,79
USA;BUN;KG;4290,00;4935,00;19972487,85
USA;BUN;KG;10944,00;38374,88;158016627,12
USA;BUN;KG;246,00;1200,00;4856532,00
USA;BUN;KG;1458,00;14103,00;56060694,27
USA;BUN;KG;4808,85;11523,13;47343477,82
USA;BUN;KG;49152,96;75971,04;312826711,10
USA;BUN;KG;167,00;2021,90;8182851,70
USA;BUN;KG;131,00;1269,30;5136996,72
USA;BUN;KG;118,00;965,74;3908456,01
USA;BUN;KG;9614,60;29144,70;119985891,65
USA;BUN;KG;73,00;510,72;2066940,01
USA;BUN;KG;106,00;666,60;2697803,52
USA;BUN;KG;776,00;1960,55;8042932,51
USA;BUN;L;1638,00;1777,40;7193333,31
USA;BUN;KG;119,00;1029,60;4166904,45
USA;BUN;KG;1166,33;3218,46;13252684,92
USA;BUN;KG;48,00;351,04;1420697,49
USA;BUN;L;665,52;668,00;2703469,48
USA;BUN;L;24685,00;25255,52;102683640,66
USA;BUN;L;30300,00;106428,00;438239639,88
USA;BUN;KG;16,00;300,00;1214133,00
USA;BUN;M2;5,08;180,00;728479,80
USA;BUN;U;30,00;420,00;1699786,20
USA;BUN;U;50,00;465,00;1881906,15
USA;BUN;U;3,00;300,00;1214133,00
USA;BUN;KG;120000,00;89040,00;359172223,20
USA;BUN;KG;10108,80;17498,00;72051689,58
USA;BUN;L;24684,00;25254,50;102679493,55
USA;BUN;KG;3,84;6,40;25440,57
USA;BUN;L;3030,00;147,60;607773,99
USA;BUN;U;1400,00;17,37;71524,62
USA;BUN;U;10,00;9,61;39571,19
USA;BUN;U;50,00;3,50;14411,98
USA;BUN;U;150,00;26,25;108089,88
USA;BUN;U;100,00;1,85;7617,76
USA;BUN;U;100,00;10,40;42824,18
USA;BUN;KG;13084,52;22635,00;92629889,52
USA;BUN;KG;25950,00;18165,00;74337174,45
USA;BUN;KG;1440,57;2827,34;11570408,30
USA;BUN;KG;3132,70;6406,80;26218739,84
USA;BUN;KG;1054,08;1735,60;7102647,94
USA;BUN;KG;15597,72;31523,32;129003828,13
USA;BUN;L;98740,00;101019,46;413404966,72
USA;BUN;KG;24993,00;18232,39;74612956,56
USA;BUN;KG;52111,15;67113,41;270724086,65
USA;BUN;U;2778,00;18813,24;76384576,37
USA;BUN;KG;100000,00;60520,00;246766668,80
USA;BUN;KG;6846,91;13446,82;54242185,91
USA;BUN;KG;1413,36;2927,40;11808633,93
USA;BUN;KG;16035,63;22520,13;90842375,99
USA;BUN;U;4196,00;52088,52;214427080,54
USA;BUN;U;576,00;30049,68;123702212,19
USA;BUN;U;23232,00;9242,14;37821886,78
USA;BUN;U;29760,00;8906,75;36449360,22
USA;BUN;KG;35036,72;56098,72;224678739,50
USA;BUN;KG;16128,00;79800,00;328503882,00
USA;BUN;KG;408327,68;867935,79;3503693370,94
USA;BUN;KG;19278,00;47461,59;191451985,58
USA;BUN;U;2574,00;17876,16;72169454,37
USA;BUN;U;2433,00;590601,81;2411130839,23
USA;BUN;KG;44590,00;55738,00;225432898,38
USA;BUN;KG;430625,00;1620513,54;6583356964,75
USA;BUN;KG;47119,00;58215,96;235455032,37
USA;BUN;KG;66535,00;69444,80;276170858,43
USA;BUN;KG;10080,00;15846,60;63019392,74
USA;BUN;KG;816,00;2176,40;8655194,57
USA;BUN;KG;43975,00;26336,63;104234324,11
USA;BUN;KG;816,00;2545,18;10121773,63
USA;BUN;KG;658,94;1281,28;5131603,27
USA;BUN;KG;4384,08;7798,29;31232619,34
USA;BUN;KG;2132,48;5815,33;23520160,33
USA;BUN;KG;6606,04;17849,34;72191834,12
USA;BUN;KG;25013,20;140795,45;572568895,39
USA;BUN;KG;30272,00;84908,39;339949130,11
USA;BUN;U;163244,00;17149,00;69359301,99
USA;BUN;U;16072,00;372470,24;1524271137,25
USA;BUN;U;69552,00;24963,65;100994342,26
USA;BUN;U;6300,00;1559,25;6221235,98
USA;BUN;KG;23912,80;20869,31;84183248,75
USA;BUN;KG;60000,00;36000,00;142688520,00
USA;BUN;L;24599,00;26897,04;108855279,55
USA;BUN;KG;3,60;18,18;72298,95
USA;BUN;KG;2,10;13,10;52096,60
USA;BUN;KG;1,80;9,24;36746,00
USA;BUN;U;63228,00;19916,82;81989382,04
USA;BUN;U;54588,00;17422,67;71721989,09
USA;BUN;KG;125000,00;95200,00;382423356,00
USA;BUN;KG;196327,19;430755,10;1713652582,73
USA;BUN;KG;209000,00;418643,70;1684090805,14
USA;BUN;KG;6279,63;109500,28;442073435,41
USA;BUN;KG;9801,21;21443,43;87184483,25
USA;BUN;U;2875,00;682163,85;2765993165,46
USA;BUN;U;40,00;3602,78;14545107,38
USA;BUN;U;215,00;20209,83;80923114,44
USA;BUN;U;50,00;6398,90;25833575,09
USA;BUN;U;515,00;47571,79;190192918,26
USA;BUN;KG;16908,00;136876,52;552136612,67
USA;BUN;KG;250728,00;1026807,57;4145109983,27
USA;BUN;KG;98000,00;101935,70;407901427,62
USA;BUN;KG;312,30;2855,81;11529447,57
USA;BUN;KG;504,00;5106,00;20613892,14
USA;BUN;KG;6247,30;16333,88;64740476,75
USA;BUN;KG;1748,16;12421,20;50031847,54
USA;BUN;KG;3744,00;16992,00;67544729,28
USA;BUN;KG;18921,60;30434,00;121889996,04
USA;BUN;KG;10800,00;16455,00;65653639,95
USA;BUN;KG;44119,57;103860,61;412556822,15
USA;BUN;KG;17100,00;49213,00;195626104,17
USA;BUN;KG;46949,25;126034,27;513897173,85
USA;BUN;KG;27846,19;72682,08;295510074,04
USA;BUN;U;48,00;29035,52;117221910,98
USA;BUN;U;767,00;41252,84;166954781,29
USA;BUN;U;1670,00;1500,00;6098685,00
USA;BUN;U;95244,00;29713,71;117772369,54
USA;BUN;KG;99972,00;72929,57;294185487,35
USA;BUN;U;950,00;223604,10;908987517,59
USA;BUN;KG;261792,00;277063,68;1119139975,06
USA;BUN;KG;53000,00;37100,00;149655093,00
USA;BUN;U;4162,00;267287,33;1081741226,11
USA;BUN;U;850,00;42,50;168941,32
USA;BUN;U;1,00;124,94;496647,74
USA;BUN;U;170,00;85,00;337882,65
USA;BUN;U;148950,00;30952,99;127349577,22
USA;BUN;U;59400,00;15163,87;62388558,70
USA;BUN;U;144024,00;49492,57;203626785,81
USA;BUN;U;48576,00;12188,88;50148587,09
USA;BUN;U;2400,00;706,00;2904688,74
USA;BUN;KG;120000,00;127200,00;514942064,00
USA;BUN;U;184692,00;56051,12;226845048,26
USA;BUN;KG;202077,00;163417,14;664419773,63
USA;BUN;KG;19360,00;30409,28;120879624,82
USA;BUN;KG;1142,40;4485,60;17965097,13
USA;BUN;KG;19295,00;31960,00;127043876,40
USA;BUN;KG;1066,24;2275,84;9114875,75
USA;BUN;KG;1066,24;2145,92;8594538,35
USA;BUN;KG;4264,96;8942,08;35813566,92
USA;BUN;KG;34119,68;101362,24;405961852,92
USA;BUN;KG;4459,00;4681,95;18948366,66
USA;BUN;U;17712,00;478578,24;1970646404,62
USA;BUN;U;31968,00;14286,82;56791395,30
USA;BUN;U;54204,00;12697,15;50472313,98
USA;BUN;U;12480,00;3338,40;13270440,45
USA;BUN;L;23880,00;24424,32;99304156,01
EST;BUN;KG;19212,00;77524,86;317257310,32
EST;BUN;KG;18988,00;78523,32;323248313,87
PHL;BUN;KG;40000,00;50800,00;206092552,00
PHL;BUN;KG;21500,00;27792,84;112408419,30
PHL;BUN;KG;7980,00;192339,00;775862828,37
FIN;BUN;KG;104847,00;476853,55;1928638951,51
FIN;BUN;KG;125835,00;483257,44;1925843925,40
FIN;BUN;KG;62869,00;244492,16;1000542601,13
FRA;BUN;KG;38444,00;158954,98;638779581,80
FRA;BUN;KG;21766,00;121105,36;488518434,32
FRA;BUN;KG;60000,00;66000,00;264333960,00
FRA;BUN;KG;12300,00;56005,00;228357027,20
FRA;BUN;KG;19935,00;87523,93;347915498,89
FRA;BUN;KG;19994,00;76377,08;310533168,09
FRA;BUN;KG;200000,00;136000,00;559856240,00
FRA;BUN;KG;41234,00;33811,88;135688564,58
FRA;BUN;KG;2938,00;32943,68;130383508,39
FRA;BUN;KG;1184,00;15646,69;61926000,26
FRA;BUN;KG;100,00;571,00;2259886,67
FRA;BUN;KG;200000,00;190928,00;786186134,88
FRA;BUN;KG;400000,00;381856,00;1572372269,76
FRA;BUN;KG;19221,00;127420,47;524244765,51
GAB;BUN;KG;45655,10;73376,13;290831427,57
GRD;BUN;KG;79500,00;60979,68;246186554,29
GRD;BUN;KG;26500,00;14270,25;58744768,44
GRD;BUN;KG;53000,00;40348,90;162760603,28
GRC;BUN;KG;19861,00;74218,73;301339176,60
GRC;BUN;KG;14895,00;60277,82;238915359,01
GRC;BUN;KG;5110,00;24612,92;97555031,32
GRC;BUN;KG;19200,00;72300,08;287399325,00
GRC;BUN;KG;19287,00;84678,95;343809238,84
GRC;BUN;U;18552,00;6582,64;26575368,38
GRC;BUN;U;56376,00;16019,24;64672715,53
GRC;BUN;U;1200,00;709,58;2864709,28
GTM;BUN;KG;20000,00;7640,00;30237362,80
GTM;BUN;KG;24886,00;18340,75;75056401,44
GTM;BUN;KG;14800,00;20789,64;82640690,05
GTM;BUN;KG;3000,00;9608,38;38194175,24
GTM;BUN;U;120,00;2790,00;11042178,30
GTM;BUN;U;240,00;3034,80;12011040,39
GTM;BUN;KG;20000,00;7620,00;30838978,20
GTM;BUN;KG;27600,00;9108,00;36861077,88
GTM;BUN;KG;276000,00;91080,00;368610778,80
GTM;BUN;KG;63,44;717,61;2936696,93
GTM;BUN;KG;120,70;1212,97;4963873,52
GTM;BUN;KG;129,24;2446,09;9893235,46
GTM;BUN;KG;107,20;11360,48;45947574,96
GTM;BUN;KG;17,70;2564,96;10374006,36
GTM;BUN;KG;4,20;840,72;3400300,44
GTM;BUN;KG;1370,79;11714,93;47381151,53
GTM;BUN;U;1,00;86,90;351693,85
GTM;BUN;U;16,00;2204,09;8920194,62
GTM;BUN;U;3,00;453,84;1836740,38
GTM;BUN;U;1584,00;980,41;3965278,04
GTM;BUN;KG;1871,11;11070,21;44773575,04
GTM;BUN;KG;6005,25;14003,68;57663093,17
GTM;BUN;KG;510,95;3286,44;13332889,89
GTM;BUN;U;400,00;167,40;679131,75
GTM;BUN;KG;15,53;99,94;405450,58
GTM;BUN;KG;68,75;442,17;1793857,15
GTM;BUN;U;100,00;901,95;3659157,03
GTM;BUN;U;300,00;3189,90;12941232,90
GTM;BUN;U;400,00;299,20;1213836,44
GTM;BUN;U;300,00;128,61;521763,05
GTM;BUN;U;1436,00;3067,20;12443446,36
GTM;BUN;U;1100,00;738,90;2997672,96
GTM;BUN;U;50,00;1347,50;5466726,65
GTM;BUN;U;950,00;1332,24;5404817,74
GTM;BUN;U;400,00;3058,65;12408759,53
GTM;BUN;U;606,00;1163,92;4721953,60
GTM;BUN;U;1500,00;2300,96;9334856,66
GTM;BUN;U;200,00;738,15;2994630,26
GTM;BUN;U;400,00;118,80;481964,47
GTM;BUN;U;1100,00;2563,63;10400493,09
GTM;BUN;U;1,00;80375,00;326787871,25
GTM;BUN;U;150,00;1571,35;6374872,66
GTM;BUN;U;350,00;4255,27;17263375,07
GTM;BUN;U;24,00;132,38;537057,71
GTM;BUN;U;250,00;582,75;2364181,78
GTM;BUN;U;28900,00;53685,00;217796823,90
GTM;BUN;U;500,00;425,50;1726227,97
GTM;BUN;KG;73,13;470,40;1908384,57
GTM;BUN;U;250,00;2947,88;11959372,28
GTM;BUN;U;600,00;324,00;1314448,56
GTM;BUN;U;200,00;296,78;1204018,65
GTM;BUN;U;1500,00;903,00;3663416,82
GTM;BUN;U;152,00;638,40;2589950,49
GTM;BUN;KG;11485,36;30493,97;123810092,29
GTM;BUN;KG;301,35;3028,17;12247463,84
GTM;BUN;KG;2031,44;12824,76;51869870,06
GTM;BUN;KG;58,88;1545,08;6249091,51
GTM;BUN;U;4768,00;3278,66;13260573,15
GTM;BUN;U;5634,00;4497,61;18190628,62
GTM;BUN;KG;339,18;1477,70;5994940,23
GTM;BUN;U;8520,00;4050,99;16434623,37
GTM;BUN;U;1600,00;195,48;793050,63
GTM;BUN;U;6860,00;3978,53;16140657,49
GTM;BUN;U;1600,00;529,37;2147622,32
GTM;BUN;U;58000,00;45192,02;183341313,60
GTM;BUN;KG;488,45;2142,67;8692683,62
GTM;BUN;KG;16649,28;50123,40;203508522,50
GTM;BUN;KG;432,00;2010,00;8160901,50
GTM;BUN;U;600,00;130238,91;516892107,01
GTM;BUN;U;177,00;44826,04;182915375,51
GTM;BUN;U;341,00;96595,41;386914726,67
GTM;BUN;U;528,00;81273,83;322330638,56
GTM;BUN;U;1,00;184,49;759045,36
GTM;BUN;U;6,00;42,54;168363,52
GTM;BUN;U;116,00;167,56;663163,90
GTM;BUN;U;3,00;151,82;600868,64
GTM;BUN;U;1156,00;246172,12;1003594636,40
GTM;BUN;U;305,00;77536,12;313105787,60
GTM;BUN;U;745,00;205057,27;831410248,98
GTM;BUN;U;1014,00;154902,67;624290351,52
GTM;BUN;U;151,00;27741,63;111920710,76
GTM;BUN;KG;10,40;5,00;20300,75
GTM;BUN;U;133,00;6,65;26999,99
GTM;BUN;U;200,00;10,00;40601,50
GTM;BUN;KG;401,40;111,50;452706,72
GTM;BUN;U;200,00;10,00;40601,50
GTM;BUN;MIL;195000,00;9,75;39586,46
GTM;BUN;U;152,00;39220,56;158340852,62
GTM;BUN;U;189,00;52834,95;213304731,78
GTM;BUN;U;715,00;110145,75;444679320,42
GTM;BUN;U;109,00;23094,92;95019198,40
GTM;BUN;U;16,00;4183,86;17213613,35
GTM;BUN;U;116,00;33927,88;139589137,39
GTM;BUN;U;105,00;19342,05;79578802,89
GTM;BUN;U;25,00;907,75;3664759,22
GTM;BUN;U;1138,00;242722,44;997812163,80
GTM;BUN;U;495,00;115346,54;473186885,66
GTM;BUN;U;37,00;10516,51;42738975,08
GTM;BUN;U;172,00;26571,04;109382077,54
GTM;BUN;U;105,00;19342,05;79623289,60
GTM;BUN;KG;15240,00;6314,00;25098718,26
GTM;BUN;KG;14620,00;5942,00;24032478,42
GTM;BUN;KG;1608,00;1607,67;6502237,39
GTM;BUN;U;13,00;146238,00;591461053,38
GTM;BUN;U;2,00;35740,00;144550787,40
GTM;BUN;2U;20,00;451,40;1858734,29
GTM;BUN;2U;3410,00;65753,90;270755491,56
GTM;BUN;U;255,00;19552,50;78612515,60
GTM;BUN;KG;1733161,00;1126554,00;4559287958,93
GTM;BUN;KG;42148,86;114104,29;456034931,59
GTM;BUN;KG;105,00;405,00;1609911,45
GTM;BUN;KG;576,00;1194,00;4746257,46
GTM;BUN;KG;354,53;1209,60;4794334,27
GTM;BUN;KG;384,45;1337,60;5301671,23
GTM;BUN;KG;36000,00;71424,00;288875082,24
GTM;BUN;U;620,00;5914,80;24030280,69
GTM;BUN;U;2004,00;10768,80;43759779,01
GTM;BUN;U;1050,00;2227,50;9036833,85
GTM;BUN;U;1650,00;9493,80;38555400,16
GTM;BUN;U;220,00;67799,60;278947216,28
GTM;BUN;U;208,00;1292,00;5241566,46
GTM;BUN;U;642,00;15164,80;61587465,64
GTM;BUN;KG;267,75;645,15;2564529,31
GTM;BUN;KG;3920,90;14900,60;59231226,05
GTM;BUN;KG;9122,40;20683,72;82219648,53
GTM;BUN;KG;7900,00;61620,00;251251852,80
GTM;BUN;KG;25200,00;8657,46;34462491,29
GTM;BUN;KG;4175,00;98091,25;399961186,40
GTM;BUN;KG;2683,08;64358,00;254714161,66
GTM;BUN;KG;918,00;6275,00;24835006,75
GTM;BUN;KG;832,00;17240,97;68235793,83
GTM;BUN;KG;59492,27;116716,94;466385376,18
GTM;BUN;KG;33,59;478,80;1897757,31
GTM;BUN;KG;23605,19;88144,00;351176499,46
GTM;BUN;KG;12955,29;92358,35;370424850,52
GTM;BUN;KG;18676,00;20225,28;80397308,27
GTM;BUN;U;853,00;2595,60;10287842,29
GTM;BUN;U;315,00;189,00;749114,73
GTM;BUN;U;4579,00;11383,32;46813095,99
GTM;BUN;U;28,00;21109,00;85221043,69
GTM;BUN;KG;12200,00;9686,80;39298766,39
GTM;BUN;KG;24688,80;27432,00;111904363,44
GTM;BUN;KG;635,04;1735,50;6878775,73
GTM;BUN;U;5145,00;2339,24;9258173,89
GTM;BUN;U;2,00;5900,00;23862609,00
GTM;BUN;U;5,00;74000,00;299293740,00
GTM;BUN;U;1059,00;3942,00;15624392,94
GTM;BUN;U;786,00;26906,64;107914909,47
GTM;BUN;U;405,00;31312,95;125587370,44
GTM;BUN;U;540,00;43233,30;173523461,77
GTM;BUN;U;156,00;7644,00;30657918,20
GTM;BUN;U;250,00;3000,00;11890710,00
GTM;BUN;U;1224,00;1956,60;7755121,06
GTM;BUN;KG;17088,26;38827,96;156755851,78
GTM;BUN;KG;576,00;1194,00;4820404,86
GTM;BUN;KG;27535,00;20437,30;81542578,89
GTM;BUN;KG;40000,00;11320,80;45064368,93
GTM;BUN;KG;1460,00;1451,50;5888648,41
GTM;BUN;U;300,00;483,00;1914404,31
GTM;BUN;U;550,00;1028,60;4076928,10
GTM;BUN;U;55,00;72,50;286938,32
GTM;BUN;U;60,00;6,50;25725,50
GTM;BUN;KG;61,59;213,00;844240,41
GTM;BUN;KG;49745,72;120342,21;481898332,98
GTM;BUN;KG;315,00;1215,00;4847716,35
GTM;BUN;KG;161,28;663,60;2647691,00
GTM;BUN;KG;1276,80;10927,04;44717053,60
GTM;BUN;KG;645,84;2559,90;10262624,63
GTM;BUN;KG;648,00;4428,40;17668828,87
GTM;BUN;KG;168,00;1561,00;6228218,29
GTM;BUN;KG;3159,36;11140,50;44449369,54
GTM;BUN;KG;2009,00;5224,49;21380337,16
GTM;BUN;KG;1651,00;3246,76;13286813,35
GTM;BUN;KG;192,00;430,00;1715652,70
GTM;BUN;KG;384,00;835,10;3331957,13
GTM;BUN;KG;107,50;1733,62;7094545,13
GTM;BUN;KG;3058,30;23555,37;96396347,31
GTM;BUN;KG;136,80;2992,83;12247647,99
GTM;BUN;KG;270,00;1354,00;5402311,06
GTM;BUN;L;3276,00;5506,72;22535315,45
GTM;BUN;KG;517,64;621,86;2515118,98
GTM;BUN;KG;377,64;1104,45;4466959,06
GTM;BUN;KG;37,00;1967,84;7958948,55
GTM;BUN;KG;1958,10;6217,31;25145972,46
GTM;BUN;KG;3971,42;5097,77;20617981,74
GTM;BUN;KG;14890,00;6104,00;24783155,60
GTM;BUN;KG;3083,49;9138,76;36378387,76
GTM;BUN;KG;61569,41;116857,06;465169393,02
GTM;BUN;KG;1,00;7,00;27929,23
GTM;BUN;KG;30470,00;21024,30;86303408,53
GTM;BUN;KG;59479,92;57699,84;234084788,87
GTM;BUN;U;45240,00;13021,20;52569058,42
GTM;BUN;U;576,00;478,59;1932158,76
GTM;BUN;U;26544,00;20538,95;82919643,55
GTM;BUN;U;40176,00;18811,00;75943581,09
GTM;BUN;M2;2760,00;3084,92;12454408,17
GTM;BUN;KG;15700,88;41002,61;168696628,29
GTM;BUN;KG;280,80;1113,00;4579204,77
GTM;BUN;KG;180,00;532,80;2192093,71
GIN;BUN;KG;46323,00;76601,32;306792882,67
GIN;BUN;KG;13436,93;25077,60;100437292,65
GUY;BUN;KG;503500,00;295869,85;1194482799,71
GUY;BUN;KG;821500,00;607088,50;2437037128,06
GUY;BUN;U;1061,00;61280,35;242888956,84
GUY;BUN;U;1905,00;138434,95;558888195,78
GUY;BUN;U;45,00;22,50;90836,77
GUY;BUN;U;14,00;35,00;141301,65
GUY;BUN;KG;3,15;10,50;42390,49
GUY;BUN;U;10,00;100,00;403719,00
GUY;BUN;U;23,00;167,90;677844,19
GUY;BUN;U;56,00;84,00;339123,96
GUY;BUN;U;5,00;376,50;1520002,03
GUY;BUN;U;140,00;28,00;113041,32
HTI;BUN;KG;448575,00;303245,67;1214517103,09
HTI;BUN;KG;530000,00;309610,11;1249954839,98
HTI;BUN;KG;50000,00;33551,00;134373768,06
HTI;BUN;KG;583000,00;340571,11;1374950279,58
HTI;BUN;KG;16400,00;20598,40;81643200,28
HTI;BUN;KG;350000,00;246760,50;1016088178,45
HTI;BUN;KG;24900,00;17555,25;72287428,47
HTI;BUN;KG;22950,00;39037,50;159754332,37
HTI;BUN;KG;93254,08;153273,69;613870324,87
HTI;BUN;KG;28431,00;52515,00;210325725,90
HTI;BUN;KG;11761,20;30888,00;123708293,28
HTI;BUN;KG;220000,00;85800,00;353203422,00
HTI;BUN;KG;91800,00;149513,62;600954915,53
HTI;BUN;KG;90436,60;153475,32;621022534,83
HTI;BUN;KG;375000,00;255813,75;1033032437,48
HTI;BUN;KG;650000,00;455754,00;1876662803,34
HND;BUN;KG;276000,00;91080,00;370312153,20
HND;BUN;U;542,00;116770,28;466987181,15
HND;BUN;U;152,00;39220,56;155565605,79
HND;BUN;U;189,00;54094,95;221288365,20
HND;BUN;U;429,00;64228,45;258320610,18
HND;BUN;U;105,00;19342,05;79578802,89
HND;BUN;U;642,00;143658,24;581156723,82
HND;BUN;U;303,00;72089,09;291364212,31
HND;BUN;U;525,00;140031,15;564408946,93
HND;BUN;U;124,00;19233,64;79132772,71
HND;BUN;U;105,00;19342,05;79578802,89
HND;BUN;U;105,00;23635,50;95421004,24
HND;BUN;U;267,00;41262,79;166585723,15
HND;BUN;U;152,00;34169,35;140582615,00
HND;BUN;U;28,00;6610,60;26840027,58
HND;BUN;U;46,00;12071,30;49075049,36
HND;BUN;U;143,00;22029,15;90709651,24
HND;BUN;U;55,00;10055,11;41369638,52
HND;BUN;U;50,00;12870,96;50940299,35
HND;BUN;U;66,00;20216,23;80457776,38
HND;BUN;U;26,00;4776,68;18905000,80
HND;BUN;U;215,00;47921,52;197163030,51
HND;BUN;U;76,00;19610,28;80682378,90
HND;BUN;U;126,00;35223,30;144918870,95
HND;BUN;U;32,00;6977,68;28708199,04
HND;BUN;U;6,00;1527,03;6282644,24
HND;BUN;U;4,00;1071,04;4406569,14
HND;BUN;U;70,00;10557,72;43437521,81
HND;BUN;U;119,00;29869,76;122961555,31
HND;BUN;U;182,00;27458,32;113034645,52
HND;BUN;U;20,00;4259,13;17429765,47
HND;BUN;U;38,00;8573,50;34612848,46
HND;BUN;U;69,00;20381,25;82885599,86
HND;BUN;U;30,00;4631,81;18954895,01
HND;BUN;U;215,00;8537,34;33788828,13
HND;BUN;U;56,00;12384,63;50982444,00
HND;BUN;U;52,00;13715,68;56354697,83
HND;BUN;U;242,00;62391,06;254578272,06
HND;BUN;U;52,00;8078,33;33255172,48
HND;BUN;U;80,00;14558,41;59931005,01
HND;BUN;U;38,00;8246,61;33928945,05
HND;BUN;U;10,00;2706,35;11134708,73
HND;BUN;U;19,00;5243,68;21574020,18
HND;BUN;U;29,00;4377,35;18009687,33
HND;BUN;U;53,00;1851,35;7616990,79
HND;BUN;U;18,00;98,28;404352,42
HND;BUN;U;3,00;9,45;38880,04
HND;BUN;U;12,00;15,48;63689,20
HND;BUN;U;35,00;7435,45;29556582,94
HND;BUN;U;63,00;15149,33;60219950,17
HND;BUN;U;91,00;13685,17;54399782,41
HND;BUN;U;228,00;58830,84;233857883,77
HND;BUN;U;63,00;17611,65;70007893,79
HND;BUN;U;240,00;1759,32;7132101,26
HND;BUN;U;108,00;845,64;3422398,10
HND;BUN;U;2670,00;13451,94;54520522,00
HND;BUN;U;2796,00;9797,34;39889120,76
HND;BUN;U;639,00;5257,98;21301242,63
HND;BUN;U;251,00;8178,26;33312045,10
HND;BUN;KG;30,60;431,50;1715251,33
HND;BUN;KG;9973,70;20369,41;80970237,99
HND;BUN;KG;4859,89;9697,22;38547322,24
HND;BUN;KG;138870,90;119802,06;483748526,64
HND;BUN;U;12,00;25982,00;104806971,06
HND;BUN;U;13,00;5947,00;23989187,01
HND;BUN;KG;17472,00;12264,20;50458475,41
HND;BUN;U;264,00;736,56;2980939,34
HND;BUN;U;762,00;1946,16;7876323,58
HND;BUN;U;756,00;1871,10;7572547,49
HND;BUN;U;1253,00;5154,69;20861597,41
HND;BUN;U;660,00;5214,78;21104788,26
HND;BUN;U;85,00;1740,24;7042942,68
HND;BUN;KG;49744,80;45599,40;181261718,94
HND;BUN;KG;33163,20;30399,60;123329353,22
HND;BUN;KG;20500,00;16080,82;63922706,77
HND;BUN;KG;23400,00;26062,46;103600624,12
HND;BUN;KG;23400,00;10552,94;42007771,66
HND;BUN;KG;13080,00;29559,16;120014623,47
HND;BUN;KG;8120,00;28942,84;117512271,82
HND;BUN;KG;80000,00;25243,20;102491178,48
